sales_person,country,product,date,amount,boxes_shipped,day,month,year,weekdays
Ches Bonnell,India,Smooth Sliky Salty,2022-03-08,8043.0,18.0,8,3,2022,Tuesday
Wilone O'Kielt,New Zealand,Mint Chip Choco,2022-08-19,11662.0,242.0,19,8,2022,Friday
Wilone O'Kielt,Australia,Fruit & Nut Bars,2022-06-15,392.0,102.0,15,6,2022,Wednesday
Dennison Crosswaite,UK,Peanut Butter Cubes,2022-07-02,8925.0,158.0,2,7,2022,Saturday
Karlen McCaffrey,Australia,Almond Choco,2022-08-07,7294.0,128.0,7,8,2022,Sunday
Dennison Crosswaite,India,Milk Bars,2022-04-21,1526.0,96.0,21,4,2022,Thursday
Ches Bonnell,UK,Mint Chip Choco,2022-08-04,2688.0,209.0,4,8,2022,Thursday
Husein Augar,Australia,50% Dark Bites,2022-08-19,14889.0,52.0,19,8,2022,Friday
Jan Morforth,India,Fruit & Nut Bars,2022-04-05,2912.0,55.0,5,4,2022,Tuesday
Mallorie Waber,USA,85% Dark Bars,2022-11-05,2632.0,108.0,5,11,2022,Saturday
Mallorie Waber,USA,Eclairs,2022-03-22,6328.0,51.0,22,3,2022,Tuesday
Dennison Crosswaite,Canada,Spicy Special Slims,2022-10-08,2527.0,216.0,8,10,2022,Saturday
Dennison Crosswaite,USA,Fruit & Nut Bars,2022-04-05,1414.0,318.0,5,4,2022,Tuesday
Kelci Walkden,USA,99% Dark & Pure,2022-08-18,7714.0,238.0,18,8,2022,Thursday
Dotty Strutley,Canada,Raspberry Choco,2022-03-08,4347.0,238.0,8,3,2022,Tuesday
Marney O'Breen,New Zealand,Milk Bars,2022-01-14,7490.0,315.0,14,1,2022,Friday
Madelene Upcott,Australia,Choco Coated Almonds,2022-08-04,2058.0,72.0,4,8,2022,Thursday
Kelci Walkden,UK,Orange Choco,2022-01-08,3640.0,3.0,8,1,2022,Saturday
Dennison Crosswaite,Canada,Eclairs,2022-03-15,455.0,45.0,15,3,2022,Tuesday
Karlen McCaffrey,India,Mint Chip Choco,2022-07-15,10990.0,184.0,15,7,2022,Friday
Barr Faughny,New Zealand,Almond Choco,2022-01-13,5558.0,127.0,13,1,2022,Thursday
Mallorie Waber,Australia,85% Dark Bars,2022-08-26,2541.0,53.0,26,8,2022,Friday
Ches Bonnell,Canada,Eclairs,2022-10-01,1876.0,172.0,1,10,2022,Saturday
Gigi Bohling,Australia,White Choc,2022-11-05,5523.0,87.0,5,11,2022,Saturday
Beverie Moffet,New Zealand,85% Dark Bars,2022-08-30,11200.0,22.0,30,8,2022,Tuesday
Kaine Padly,USA,Caramel Stuffed Bars,2022-07-21,5593.0,122.0,21,7,2022,Thursday
Mallorie Waber,Australia,Almond Choco,2022-01-08,7882.0,125.0,8,1,2022,Saturday
Brien Boise,Canada,85% Dark Bars,2022-02-17,10241.0,259.0,17,2,2022,Thursday
Brien Boise,Australia,Drinking Coco,2022-07-27,6832.0,156.0,27,7,2022,Wednesday
Dotty Strutley,USA,Orange Choco,2022-02-23,1379.0,107.0,23,2,2022,Wednesday
Rafaelita Blaksland,Australia,50% Dark Bites,2022-03-22,3010.0,40.0,22,3,2022,Tuesday
Dennison Crosswaite,India,99% Dark & Pure,2022-06-23,6888.0,311.0,23,6,2022,Thursday
Curtice Advani,UK,White Choc,2022-01-02,1540.0,73.0,2,1,2022,Sunday
Kelci Walkden,Australia,After Nines,2022-02-03,6916.0,288.0,3,2,2022,Thursday
Gigi Bohling,UK,Fruit & Nut Bars,2022-06-04,1232.0,86.0,4,6,2022,Saturday
Gunar Cockshoot,Australia,Raspberry Choco,2022-03-17,602.0,72.0,17,3,2022,Thursday
Curtice Advani,UK,Fruit & Nut Bars,2022-06-24,10927.0,136.0,24,6,2022,Friday
Barr Faughny,Canada,50% Dark Bites,2022-07-19,10185.0,303.0,19,7,2022,Tuesday
Curtice Advani,USA,Spicy Special Slims,2022-11-07,1603.0,264.0,7,11,2022,Monday
Brien Boise,India,Almond Choco,2022-01-13,2170.0,218.0,13,1,2022,Thursday
Oby Sorrel,New Zealand,Smooth Sliky Salty,2022-07-07,8673.0,60.0,7,7,2022,Thursday
Jan Morforth,India,85% Dark Bars,2022-05-25,4760.0,418.0,25,5,2022,Wednesday
Marney O'Breen,India,Fruit & Nut Bars,2022-04-13,4753.0,151.0,13,4,2022,Wednesday
Andria Kimpton,New Zealand,50% Dark Bites,2022-02-03,3374.0,202.0,3,2,2022,Thursday
Gunar Cockshoot,Canada,Raspberry Choco,2022-06-23,2058.0,126.0,23,6,2022,Thursday
Kelci Walkden,USA,Drinking Coco,2022-07-26,6454.0,160.0,26,7,2022,Tuesday
Van Tuxwell,Canada,White Choc,2022-03-22,420.0,3.0,22,3,2022,Tuesday
Rafaelita Blaksland,USA,Baker's Choco Chips,2022-09-06,2863.0,58.0,6,9,2022,Tuesday
Van Tuxwell,Australia,Caramel Stuffed Bars,2022-05-17,5936.0,59.0,17,5,2022,Tuesday
Ches Bonnell,New Zealand,Peanut Butter Cubes,2022-04-03,889.0,273.0,3,4,2022,Sunday
Kelci Walkden,Canada,Milk Bars,2022-07-07,16016.0,28.0,7,7,2022,Thursday
Dennison Crosswaite,Canada,Choco Coated Almonds,2022-01-13,10479.0,118.0,13,1,2022,Thursday
Curtice Advani,Australia,Almond Choco,2022-07-13,2912.0,75.0,13,7,2022,Wednesday
Madelene Upcott,Australia,85% Dark Bars,2022-06-16,1575.0,329.0,16,6,2022,Thursday
Gigi Bohling,UK,50% Dark Bites,2022-07-18,8197.0,69.0,18,7,2022,Monday
Ches Bonnell,UK,Manuka Honey Choco,2022-05-30,4221.0,395.0,30,5,2022,Monday
Gigi Bohling,UK,70% Dark Bites,2022-06-21,840.0,81.0,21,6,2022,Tuesday
Jehu Rudeforth,Australia,Peanut Butter Cubes,2022-06-24,5691.0,38.0,24,6,2022,Friday
Marney O'Breen,India,Eclairs,2022-01-13,3472.0,96.0,13,1,2022,Thursday
Curtice Advani,Canada,Fruit & Nut Bars,2022-04-04,4193.0,195.0,4,4,2022,Monday
Kaine Padly,UK,Smooth Sliky Salty,2022-08-06,9016.0,554.0,6,8,2022,Saturday
Karlen McCaffrey,Canada,Spicy Special Slims,2022-02-08,6328.0,47.0,8,2,2022,Tuesday
Kelci Walkden,USA,Organic Choco Syrup,2022-07-21,9870.0,152.0,21,7,2022,Thursday
Curtice Advani,India,Spicy Special Slims,2022-06-20,161.0,134.0,20,6,2022,Monday
Roddy Speechley,India,After Nines,2022-06-22,2576.0,112.0,22,6,2022,Wednesday
Camilla Castle,Australia,Caramel Stuffed Bars,2022-02-05,3178.0,16.0,5,2,2022,Saturday
Curtice Advani,Australia,99% Dark & Pure,2022-07-01,4676.0,84.0,1,7,2022,Friday
Mallorie Waber,UK,50% Dark Bites,2022-02-21,5502.0,99.0,21,2,2022,Monday
Ches Bonnell,Canada,Baker's Choco Chips,2022-03-21,7462.0,371.0,21,3,2022,Monday
Van Tuxwell,UK,Drinking Coco,2022-04-04,5803.0,136.0,4,4,2022,Monday
Gunar Cockshoot,Canada,Fruit & Nut Bars,2022-03-24,13888.0,203.0,24,3,2022,Thursday
Gunar Cockshoot,New Zealand,Spicy Special Slims,2022-06-28,6867.0,183.0,28,6,2022,Tuesday
Gunar Cockshoot,Australia,Drinking Coco,2022-01-14,2317.0,195.0,14,1,2022,Friday
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2022-07-02,1218.0,135.0,2,7,2022,Saturday
Dennison Crosswaite,New Zealand,Drinking Coco,2022-11-01,4109.0,197.0,1,11,2022,Tuesday
Jehu Rudeforth,India,99% Dark & Pure,2022-02-25,1953.0,242.0,25,2,2022,Friday
Dotty Strutley,Australia,Mint Chip Choco,2022-01-08,6790.0,25.0,8,1,2022,Saturday
Roddy Speechley,Australia,Mint Chip Choco,2022-05-05,6797.0,252.0,5,5,2022,Thursday
Madelene Upcott,New Zealand,Raspberry Choco,2022-05-18,9226.0,415.0,18,5,2022,Wednesday
Dotty Strutley,New Zealand,Choco Coated Almonds,2022-04-01,5733.0,348.0,1,4,2022,Friday
Roddy Speechley,New Zealand,50% Dark Bites,2022-09-05,4312.0,211.0,5,9,2022,Monday
Rafaelita Blaksland,India,Smooth Sliky Salty,2022-06-05,1638.0,81.0,5,6,2022,Sunday
Husein Augar,UK,White Choc,2022-01-13,10815.0,145.0,13,1,2022,Thursday
Roddy Speechley,Australia,Almond Choco,2022-06-24,4466.0,74.0,24,6,2022,Friday
Van Tuxwell,USA,Caramel Stuffed Bars,2022-02-14,987.0,21.0,14,2,2022,Monday
Camilla Castle,Australia,99% Dark & Pure,2022-01-18,4669.0,101.0,18,1,2022,Tuesday
Kaine Padly,India,Milk Bars,2022-02-05,2905.0,91.0,5,2,2022,Saturday
Ches Bonnell,Australia,Smooth Sliky Salty,2022-05-16,7490.0,54.0,16,5,2022,Monday
Mallorie Waber,USA,Almond Choco,2022-01-28,6986.0,368.0,28,1,2022,Friday
Kaine Padly,Canada,99% Dark & Pure,2022-06-24,1288.0,409.0,24,6,2022,Friday
Oby Sorrel,UK,After Nines,2022-07-18,2345.0,104.0,18,7,2022,Monday
Gunar Cockshoot,UK,Eclairs,2022-04-13,3619.0,164.0,13,4,2022,Wednesday
Dotty Strutley,USA,Caramel Stuffed Bars,2022-04-15,16982.0,76.0,15,4,2022,Friday
Jan Morforth,India,Peanut Butter Cubes,2022-04-01,8092.0,178.0,1,4,2022,Friday
Husein Augar,Australia,Eclairs,2022-04-07,6993.0,31.0,7,4,2022,Thursday
Beverie Moffet,USA,Smooth Sliky Salty,2022-03-24,2317.0,352.0,24,3,2022,Thursday
Camilla Castle,Australia,Manuka Honey Choco,2022-03-17,637.0,169.0,17,3,2022,Thursday
Oby Sorrel,Australia,Almond Choco,2022-02-15,6034.0,223.0,15,2,2022,Tuesday
Jan Morforth,USA,Orange Choco,2022-06-29,980.0,146.0,29,6,2022,Wednesday
Gigi Bohling,USA,Fruit & Nut Bars,2022-05-24,2821.0,112.0,24,5,2022,Tuesday
Mallorie Waber,UK,Milk Bars,2022-10-01,3563.0,284.0,1,10,2022,Saturday
Curtice Advani,USA,Raspberry Choco,2022-03-15,2996.0,139.0,15,3,2022,Tuesday
Marney O'Breen,Canada,Milk Bars,2022-08-02,2436.0,309.0,2,8,2022,Tuesday
Brien Boise,India,Caramel Stuffed Bars,2022-02-25,1540.0,100.0,25,2,2022,Friday
Gunar Cockshoot,USA,Eclairs,2022-03-05,6916.0,42.0,5,3,2022,Saturday
Roddy Speechley,USA,Fruit & Nut Bars,2022-06-14,5509.0,24.0,14,6,2022,Tuesday
Gunar Cockshoot,India,50% Dark Bites,2022-09-08,12992.0,83.0,8,9,2022,Thursday
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2022-11-07,3724.0,234.0,7,11,2022,Monday
Kaine Padly,UK,Manuka Honey Choco,2022-01-14,7133.0,118.0,14,1,2022,Friday
Van Tuxwell,Canada,Manuka Honey Choco,2022-02-24,8617.0,46.0,24,2,2022,Thursday
Wilone O'Kielt,New Zealand,Almond Choco,2022-03-15,9198.0,144.0,15,3,2022,Tuesday
Oby Sorrel,New Zealand,Baker's Choco Chips,2022-04-25,11823.0,47.0,25,4,2022,Monday
Dennison Crosswaite,Australia,Organic Choco Syrup,2022-10-05,5775.0,41.0,5,10,2022,Wednesday
Marney O'Breen,Australia,Spicy Special Slims,2022-06-23,13125.0,275.0,23,6,2022,Thursday
Beverie Moffet,Canada,Smooth Sliky Salty,2022-02-28,14287.0,370.0,28,2,2022,Monday
Brien Boise,USA,Organic Choco Syrup,2022-05-25,16233.0,138.0,25,5,2022,Wednesday
Roddy Speechley,New Zealand,Baker's Choco Chips,2022-02-22,5313.0,215.0,22,2,2022,Tuesday
Van Tuxwell,UK,85% Dark Bars,2022-11-07,3577.0,134.0,7,11,2022,Monday
Marney O'Breen,Canada,Spicy Special Slims,2022-03-01,3528.0,336.0,1,3,2022,Tuesday
Rafaelita Blaksland,New Zealand,70% Dark Bites,2022-08-24,679.0,280.0,24,8,2022,Wednesday
Beverie Moffet,USA,50% Dark Bites,2022-07-28,2450.0,352.0,28,7,2022,Thursday
Brien Boise,USA,Mint Chip Choco,2022-05-25,10577.0,150.0,25,5,2022,Wednesday
Karlen McCaffrey,New Zealand,Eclairs,2022-06-05,2597.0,177.0,5,6,2022,Sunday
Barr Faughny,India,Drinking Coco,2022-01-28,2219.0,142.0,28,1,2022,Friday
Marney O'Breen,UK,Orange Choco,2022-06-06,11319.0,12.0,6,6,2022,Monday
Brien Boise,New Zealand,Baker's Choco Chips,2022-12-07,5978.0,24.0,7,12,2022,Wednesday
Ches Bonnell,Canada,Spicy Special Slims,2022-05-08,5327.0,183.0,8,5,2022,Sunday
Brien Boise,USA,Orange Choco,2022-01-28,6020.0,147.0,28,1,2022,Friday
Kaine Padly,India,Spicy Special Slims,2022-08-31,5614.0,137.0,31,8,2022,Wednesday
Mallorie Waber,USA,50% Dark Bites,2022-04-19,1736.0,13.0,19,4,2022,Tuesday
Mallorie Waber,UK,Mint Chip Choco,2022-06-29,6384.0,2.0,29,6,2022,Wednesday
Beverie Moffet,India,Choco Coated Almonds,2022-02-24,3577.0,261.0,24,2,2022,Thursday
Madelene Upcott,UK,Smooth Sliky Salty,2022-04-03,14539.0,84.0,3,4,2022,Sunday
Gigi Bohling,India,Eclairs,2022-06-21,3493.0,68.0,21,6,2022,Tuesday
Rafaelita Blaksland,Australia,Organic Choco Syrup,2022-01-26,994.0,105.0,26,1,2022,Wednesday
Oby Sorrel,New Zealand,White Choc,2022-10-06,4361.0,40.0,6,10,2022,Thursday
Andria Kimpton,UK,Drinking Coco,2022-05-23,1554.0,65.0,23,5,2022,Monday
Kelci Walkden,India,Milk Bars,2022-04-15,966.0,107.0,15,4,2022,Friday
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2022-01-31,5334.0,227.0,31,1,2022,Monday
Andria Kimpton,New Zealand,Organic Choco Syrup,2022-04-03,4935.0,39.0,3,4,2022,Sunday
Barr Faughny,New Zealand,After Nines,2022-04-19,10024.0,84.0,19,4,2022,Tuesday
Beverie Moffet,UK,Almond Choco,2022-05-16,2506.0,100.0,16,5,2022,Monday
Oby Sorrel,Australia,Raspberry Choco,2022-02-17,1043.0,120.0,17,2,2022,Thursday
Dennison Crosswaite,USA,Raspberry Choco,2022-01-18,6524.0,257.0,18,1,2022,Tuesday
Roddy Speechley,Canada,Orange Choco,2022-09-02,8148.0,85.0,2,9,2022,Friday
Mallorie Waber,Canada,Orange Choco,2022-03-23,3577.0,178.0,23,3,2022,Wednesday
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2022-01-02,3374.0,151.0,2,1,2022,Sunday
Mallorie Waber,India,Drinking Coco,2022-07-03,3948.0,142.0,3,7,2022,Sunday
Ches Bonnell,UK,White Choc,2022-03-01,3269.0,226.0,1,3,2022,Tuesday
Ches Bonnell,USA,White Choc,2022-11-02,5271.0,341.0,2,11,2022,Wednesday
Dennison Crosswaite,New Zealand,Orange Choco,2022-03-16,4571.0,140.0,16,3,2022,Wednesday
Dotty Strutley,India,White Choc,2022-08-15,12327.0,330.0,15,8,2022,Monday
Gigi Bohling,India,Manuka Honey Choco,2022-12-05,4935.0,73.0,5,12,2022,Monday
Van Tuxwell,India,Spicy Special Slims,2022-11-04,6167.0,4.0,4,11,2022,Friday
Jan Morforth,New Zealand,Mint Chip Choco,2022-06-30,18340.0,285.0,30,6,2022,Thursday
Dotty Strutley,New Zealand,White Choc,2022-06-15,7014.0,60.0,15,6,2022,Wednesday
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2022-01-08,7119.0,101.0,8,1,2022,Saturday
Kaine Padly,USA,Milk Bars,2022-06-15,15491.0,58.0,15,6,2022,Wednesday
Brien Boise,India,After Nines,2022-06-16,5747.0,45.0,16,6,2022,Thursday
Oby Sorrel,New Zealand,Raspberry Choco,2022-05-13,4550.0,281.0,13,5,2022,Friday
Dennison Crosswaite,USA,Drinking Coco,2022-10-05,2191.0,138.0,5,10,2022,Wednesday
Oby Sorrel,India,Eclairs,2022-08-25,5663.0,322.0,25,8,2022,Thursday
Ches Bonnell,New Zealand,Organic Choco Syrup,2022-07-15,7623.0,85.0,15,7,2022,Friday
Gigi Bohling,UK,Baker's Choco Chips,2022-05-16,9023.0,409.0,16,5,2022,Monday
Jan Morforth,Australia,50% Dark Bites,2022-06-14,3402.0,182.0,14,6,2022,Tuesday
Beverie Moffet,Australia,Smooth Sliky Salty,2022-01-25,10507.0,467.0,25,1,2022,Tuesday
Ches Bonnell,USA,Organic Choco Syrup,2022-07-28,7721.0,14.0,28,7,2022,Thursday
Brien Boise,Canada,Mint Chip Choco,2022-01-28,5033.0,178.0,28,1,2022,Friday
Kaine Padly,UK,Orange Choco,2022-06-29,1960.0,191.0,29,6,2022,Wednesday
Karlen McCaffrey,Australia,70% Dark Bites,2022-06-24,238.0,317.0,24,6,2022,Friday
Gunar Cockshoot,Canada,Mint Chip Choco,2022-01-07,7756.0,410.0,7,1,2022,Friday
Roddy Speechley,USA,Peanut Butter Cubes,2022-02-25,1736.0,137.0,25,2,2022,Friday
Curtice Advani,Canada,Smooth Sliky Salty,2022-01-08,2660.0,12.0,8,1,2022,Saturday
Oby Sorrel,Australia,Milk Bars,2022-06-21,7672.0,254.0,21,6,2022,Tuesday
Camilla Castle,New Zealand,Spicy Special Slims,2022-01-25,11564.0,24.0,25,1,2022,Tuesday
Gigi Bohling,UK,Milk Bars,2022-05-17,1365.0,232.0,17,5,2022,Tuesday
Andria Kimpton,Australia,85% Dark Bars,2022-08-23,4186.0,233.0,23,8,2022,Tuesday
Camilla Castle,Australia,Smooth Sliky Salty,2022-03-03,7406.0,118.0,3,3,2022,Thursday
Roddy Speechley,India,Caramel Stuffed Bars,2022-05-30,8911.0,543.0,30,5,2022,Monday
Karlen McCaffrey,USA,Drinking Coco,2022-06-29,112.0,223.0,29,6,2022,Wednesday
Andria Kimpton,Canada,Organic Choco Syrup,2022-04-01,8204.0,204.0,1,4,2022,Friday
Jehu Rudeforth,Australia,Drinking Coco,2022-01-14,2611.0,65.0,14,1,2022,Friday
Karlen McCaffrey,USA,Mint Chip Choco,2022-02-15,15652.0,53.0,15,2,2022,Tuesday
Curtice Advani,New Zealand,Spicy Special Slims,2022-10-01,4074.0,469.0,1,10,2022,Saturday
Madelene Upcott,USA,White Choc,2022-04-05,12250.0,213.0,5,4,2022,Tuesday
Andria Kimpton,USA,Spicy Special Slims,2022-05-23,2366.0,5.0,23,5,2022,Monday
Barr Faughny,New Zealand,Fruit & Nut Bars,2022-04-26,1687.0,147.0,26,4,2022,Tuesday
Oby Sorrel,Canada,Organic Choco Syrup,2022-05-07,1232.0,74.0,7,5,2022,Saturday
Madelene Upcott,UK,Organic Choco Syrup,2022-07-21,6965.0,163.0,21,7,2022,Thursday
Dotty Strutley,USA,Mint Chip Choco,2022-02-21,5292.0,248.0,21,2,2022,Monday
Kelci Walkden,USA,Orange Choco,2022-03-02,1379.0,138.0,2,3,2022,Wednesday
Gigi Bohling,Australia,Caramel Stuffed Bars,2022-08-07,8001.0,151.0,7,8,2022,Sunday
Mallorie Waber,India,50% Dark Bites,2022-05-31,588.0,139.0,31,5,2022,Tuesday
Van Tuxwell,New Zealand,Mint Chip Choco,2022-06-27,4046.0,103.0,27,6,2022,Monday
Van Tuxwell,India,50% Dark Bites,2022-05-13,5103.0,129.0,13,5,2022,Friday
Van Tuxwell,USA,Manuka Honey Choco,2022-05-31,2317.0,102.0,31,5,2022,Tuesday
Wilone O'Kielt,USA,Orange Choco,2022-02-28,7042.0,37.0,28,2,2022,Monday
Barr Faughny,New Zealand,Eclairs,2022-03-28,6713.0,31.0,28,3,2022,Monday
Gigi Bohling,USA,After Nines,2022-01-14,1848.0,227.0,14,1,2022,Friday
Barr Faughny,New Zealand,Mint Chip Choco,2022-02-21,6440.0,145.0,21,2,2022,Monday
Dennison Crosswaite,Canada,85% Dark Bars,2022-01-08,10885.0,90.0,8,1,2022,Saturday
Beverie Moffet,New Zealand,Smooth Sliky Salty,2022-05-19,2387.0,59.0,19,5,2022,Thursday
Husein Augar,USA,White Choc,2022-07-13,2030.0,60.0,13,7,2022,Wednesday
Andria Kimpton,Australia,Peanut Butter Cubes,2022-04-20,6678.0,148.0,20,4,2022,Wednesday
Dennison Crosswaite,India,85% Dark Bars,2022-06-30,4515.0,22.0,30,6,2022,Thursday
Curtice Advani,UK,50% Dark Bites,2022-08-03,3374.0,142.0,3,8,2022,Wednesday
Gunar Cockshoot,USA,Fruit & Nut Bars,2022-09-03,5852.0,93.0,3,9,2022,Saturday
Oby Sorrel,Canada,Raspberry Choco,2022-06-16,1750.0,208.0,16,6,2022,Thursday
Gigi Bohling,UK,Drinking Coco,2022-06-30,5782.0,42.0,30,6,2022,Thursday
Kelci Walkden,India,Mint Chip Choco,2022-07-28,2870.0,120.0,28,7,2022,Thursday
Karlen McCaffrey,Canada,Peanut Butter Cubes,2022-12-08,3094.0,159.0,8,12,2022,Thursday
Barr Faughny,UK,Mint Chip Choco,2022-07-07,3724.0,316.0,7,7,2022,Thursday
Barr Faughny,USA,85% Dark Bars,2022-08-25,12761.0,47.0,25,8,2022,Thursday
Husein Augar,Canada,Eclairs,2022-01-17,3696.0,233.0,17,1,2022,Monday
Jan Morforth,Australia,70% Dark Bites,2022-04-03,5222.0,384.0,3,4,2022,Sunday
Marney O'Breen,New Zealand,Fruit & Nut Bars,2022-08-25,8939.0,4.0,25,8,2022,Thursday
Ches Bonnell,UK,Peanut Butter Cubes,2022-04-15,2156.0,260.0,15,4,2022,Friday
Kaine Padly,USA,Organic Choco Syrup,2022-11-03,2380.0,22.0,3,11,2022,Thursday
Camilla Castle,USA,Raspberry Choco,2022-05-20,3339.0,18.0,20,5,2022,Friday
Brien Boise,New Zealand,Manuka Honey Choco,2022-06-14,14980.0,42.0,14,6,2022,Tuesday
Jehu Rudeforth,New Zealand,After Nines,2022-04-14,1512.0,73.0,14,4,2022,Thursday
Jehu Rudeforth,USA,Smooth Sliky Salty,2022-07-07,6657.0,154.0,7,7,2022,Thursday
Madelene Upcott,India,Mint Chip Choco,2022-08-24,3836.0,71.0,24,8,2022,Wednesday
Jehu Rudeforth,India,Eclairs,2022-02-24,8771.0,127.0,24,2,2022,Thursday
Karlen McCaffrey,Canada,Raspberry Choco,2022-09-05,651.0,224.0,5,9,2022,Monday
Kaine Padly,Australia,70% Dark Bites,2022-08-02,6706.0,223.0,2,8,2022,Tuesday
Roddy Speechley,UK,70% Dark Bites,2022-03-24,1421.0,284.0,24,3,2022,Thursday
Rafaelita Blaksland,USA,Drinking Coco,2022-06-20,8526.0,73.0,20,6,2022,Monday
Mallorie Waber,Canada,Manuka Honey Choco,2022-07-03,1435.0,112.0,3,7,2022,Sunday
Kaine Padly,Australia,Fruit & Nut Bars,2022-06-20,7434.0,85.0,20,6,2022,Monday
Oby Sorrel,New Zealand,Organic Choco Syrup,2022-02-17,15316.0,270.0,17,2,2022,Thursday
Madelene Upcott,UK,99% Dark & Pure,2022-01-26,10479.0,45.0,26,1,2022,Wednesday
Madelene Upcott,Australia,Mint Chip Choco,2022-02-05,2751.0,153.0,5,2,2022,Saturday
Curtice Advani,Canada,99% Dark & Pure,2022-07-07,12586.0,7.0,7,7,2022,Thursday
Rafaelita Blaksland,Australia,Baker's Choco Chips,2022-08-22,2786.0,51.0,22,8,2022,Monday
Karlen McCaffrey,Australia,After Nines,2022-11-08,2303.0,67.0,8,11,2022,Tuesday
Marney O'Breen,UK,99% Dark & Pure,2022-01-13,8113.0,194.0,13,1,2022,Thursday
Gunar Cockshoot,Australia,50% Dark Bites,2022-02-03,12271.0,116.0,3,2,2022,Thursday
Marney O'Breen,Australia,Choco Coated Almonds,2022-07-27,11298.0,41.0,27,7,2022,Wednesday
Kelci Walkden,New Zealand,Drinking Coco,2022-10-03,15855.0,111.0,3,10,2022,Monday
Beverie Moffet,USA,85% Dark Bars,2022-08-23,12404.0,334.0,23,8,2022,Tuesday
Roddy Speechley,USA,Eclairs,2022-04-25,3990.0,155.0,25,4,2022,Monday
Dennison Crosswaite,UK,Milk Bars,2022-07-03,10808.0,407.0,3,7,2022,Sunday
Wilone O'Kielt,UK,Organic Choco Syrup,2022-12-07,4858.0,52.0,7,12,2022,Wednesday
Madelene Upcott,USA,Orange Choco,2022-05-16,7742.0,138.0,16,5,2022,Monday
Gunar Cockshoot,India,Smooth Sliky Salty,2022-02-03,3752.0,70.0,3,2,2022,Thursday
Marney O'Breen,New Zealand,85% Dark Bars,2022-05-30,1218.0,149.0,30,5,2022,Monday
Marney O'Breen,UK,Manuka Honey Choco,2022-10-06,10983.0,179.0,6,10,2022,Thursday
Brien Boise,USA,99% Dark & Pure,2022-07-25,6769.0,353.0,25,7,2022,Monday
Beverie Moffet,New Zealand,Mint Chip Choco,2022-09-06,4361.0,97.0,6,9,2022,Tuesday
Dennison Crosswaite,USA,Milk Bars,2022-12-05,777.0,60.0,5,12,2022,Monday
Gunar Cockshoot,USA,Drinking Coco,2022-09-05,3843.0,5.0,5,9,2022,Monday
Brien Boise,Canada,Manuka Honey Choco,2022-09-08,6930.0,182.0,8,9,2022,Thursday
Van Tuxwell,India,Choco Coated Almonds,2022-04-13,5733.0,114.0,13,4,2022,Wednesday
Andria Kimpton,USA,Caramel Stuffed Bars,2022-02-05,8393.0,46.0,5,2,2022,Saturday
Dotty Strutley,USA,99% Dark & Pure,2022-09-08,3822.0,320.0,8,9,2022,Thursday
Camilla Castle,Australia,Raspberry Choco,2022-08-23,6342.0,178.0,23,8,2022,Tuesday
Gunar Cockshoot,India,Spicy Special Slims,2022-05-13,6510.0,170.0,13,5,2022,Friday
Karlen McCaffrey,USA,Manuka Honey Choco,2022-01-02,10171.0,67.0,2,1,2022,Sunday
Camilla Castle,USA,50% Dark Bites,2022-06-23,5908.0,301.0,23,6,2022,Thursday
Madelene Upcott,UK,Choco Coated Almonds,2022-05-24,10164.0,134.0,24,5,2022,Tuesday
Jan Morforth,Canada,Mint Chip Choco,2022-01-04,1064.0,211.0,4,1,2022,Tuesday
Camilla Castle,Canada,70% Dark Bites,2022-07-27,9716.0,151.0,27,7,2022,Wednesday
Ches Bonnell,India,Peanut Butter Cubes,2022-01-27,22050.0,208.0,27,1,2022,Thursday
Jan Morforth,India,Choco Coated Almonds,2022-12-08,2541.0,134.0,8,12,2022,Thursday
Gigi Bohling,Canada,Almond Choco,2022-01-02,9989.0,49.0,2,1,2022,Sunday
Rafaelita Blaksland,India,After Nines,2022-02-03,4739.0,204.0,3,2,2022,Thursday
Kelci Walkden,Australia,99% Dark & Pure,2022-06-30,3185.0,34.0,30,6,2022,Thursday
Dotty Strutley,Australia,Spicy Special Slims,2022-01-17,8225.0,91.0,17,1,2022,Monday
Brien Boise,USA,Milk Bars,2022-07-07,14301.0,130.0,7,7,2022,Thursday
Mallorie Waber,New Zealand,Mint Chip Choco,2022-01-31,1316.0,107.0,31,1,2022,Monday
Beverie Moffet,UK,99% Dark & Pure,2022-10-08,3486.0,121.0,8,10,2022,Saturday
Beverie Moffet,USA,Peanut Butter Cubes,2022-08-18,13930.0,339.0,18,8,2022,Thursday
Brien Boise,New Zealand,White Choc,2022-06-15,5509.0,321.0,15,6,2022,Wednesday
Marney O'Breen,USA,Baker's Choco Chips,2022-01-26,8470.0,9.0,26,1,2022,Wednesday
Kelci Walkden,USA,Spicy Special Slims,2022-04-29,77.0,69.0,29,4,2022,Friday
Mallorie Waber,Canada,White Choc,2022-03-03,3381.0,72.0,3,3,2022,Thursday
Kaine Padly,Australia,Almond Choco,2022-02-22,4102.0,392.0,22,2,2022,Tuesday
